2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
L8915,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911
L8913,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919
L8994,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996
L8994,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998
L8914,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917,L8917
L8942,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943
Q280,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809,Q2809
L8949,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943
L8939,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935,L8935
L8914,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915,L8915
L8924,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920
M7968,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004
L8919,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914
L8949,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942
O441,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411,O4411
L8929,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924
L8940,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948
G8237,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232,G8232
G35,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350,G350
L8924,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925
L8949,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945
L8939,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932
L8934,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931,L8931
L8914,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919
L8944,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947
Q283,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830,Q2830
L8945,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940
L8943,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947
Z75,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759,Z759
T861,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619,T8619
L8919,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911
L8911,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918
G4530,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533,G4533
M1908,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905,M1905
L8931,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930,L8930
L8992,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996
L8994,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999
L8944,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945
G4500,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503,G4503
L8990,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997
T8688,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650,T8650
L8921,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926
Q283,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838,Q2838
L8945,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947,L8947
L8995,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994
L8944,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946
L8915,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918
G35,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511,G3511
L8941,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940
Q281,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819,Q2819
L8921,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929
L8929,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925,L8925
N768,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680,N7680
L8941,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943
M968,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688,M9688
A419,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652,R652
L8949,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944
L8934,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938,L8938
L8992,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998
Q283,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831,Q2831
G8208,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201,G8201
G938,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380,G9380
L8925,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929,L8929
L8992,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993
M7901,M7971,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970
G4540,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543,G4543
L8992,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999,L8999
L8913,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911
G35,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359,G359
K729,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272,K7272
L8999,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990,L8990
J448,J4482,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483,J4483
G8248,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241,G8241
A419,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653,R653
T864,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649,T8649
T861,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612,T8612
L8915,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913,L8913
D6950,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953
L8913,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914
L8931,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932
L8943,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940,L8940
L8945,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944
G8238,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231,G8231
L8914,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911
Q282,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821,Q2821
M2198,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004
L8995,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996
L8994,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992,L8992
L8930,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932
L8943,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942,L8942
T861,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610,T8610
L8943,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946
L8931,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934
L8993,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994,L8994
M1998,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995,M1995
L8991,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998
L8941,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945,L8945
N498,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988,N4988
L8923,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926
L8990,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998,L8998
L8941,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944
I678,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788,I6788
R13,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131,R131
L8994,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997
L8940,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944
G838,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380,G8380
L8949,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948,L8948
L8935,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933,L8933
L8914,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918,L8918
L8945,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943
L8944,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943,L8943
L8939,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937
Z5188,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183,Z5183
L8940,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946,L8946
T861,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611,T8611
L8913,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916
G4590,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592,G4592
L8919,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910,L8910
L8939,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934
L8931,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937,L8937
L8923,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928
L8910,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919,L8919
L8910,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912,L8912
L8912,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914,L8914
G8258,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253,G8253
L8920,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924,L8924
L8929,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928
L8994,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993
K729,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274,K7274
L8935,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932,L8932
M7948,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004
M7906,M7976,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970,M7970
J448,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489,J4489
L8991,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996,L8996
E1100,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101,E1101
G4530,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532,G4532
L8910,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911,L8911
L8990,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993,L8993
D6951,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953,D6953
L8941,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949,L8949
L8995,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997,L8997
G4580,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582,G4582
L8943,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944,L8944
L8943,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941
Q280,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801,Q2801
L8933,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934,L8934
L8921,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922,L8922
M7945,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004,UNDEF2004
L8922,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928,L8928
L8945,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941,L8941
L8929,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920,L8920
L8929,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926,L8926
L8910,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916,L8916
G4520,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523,G4523
